"날짜","종가","오픈","고가","저가","변동 %"
"2011년 03월 22일","1,121.00","1,120.95","1,124.40","1,120.20","-0.04%"
"2011년 03월 21일","1,121.45","1,127.10","1,130.60","1,120.95","-0.36%"
"2011년 03월 18일","1,125.45","1,133.35","1,134.05","1,125.45","-0.88%"
"2011년 03월 17일","1,135.45","1,137.95","1,145.80","1,133.80","-0.22%"
"2011년 03월 16일","1,137.95","1,135.55","1,139.95","1,130.60","0.26%"
"2011년 03월 15일","1,135.05","1,124.75","1,139.30","1,122.30","0.89%"
"2011년 03월 14일","1,125.00","1,125.25","1,136.95","1,124.55","-0.12%"
"2011년 03월 11일","1,126.35","1,126.15","1,128.35","1,122.15","-0.10%"
"2011년 03월 10일","1,127.45","1,114.95","1,127.45","1,114.80","1.14%"
"2011년 03월 09일","1,114.70","1,115.45","1,118.30","1,112.40","-0.11%"
"2011년 03월 08일","1,115.95","1,118.35","1,121.10","1,115.95","-0.30%"
"2011년 03월 07일","1,119.35","1,120.50","1,123.30","1,117.80","0.13%"
"2011년 03월 04일","1,117.85","1,115.25","1,117.85","1,113.85","0.17%"
"2011년 03월 03일","1,115.90","1,123.45","1,127.20","1,115.90","-0.68%"
"2011년 03월 02일","1,123.50","1,126.40","1,132.90","1,122.25","-0.29%"
"2011년 03월 01일","1,126.75","1,127.40","1,127.40","1,123.25","0.12%"
"2011년 02월 28일","1,125.35","1,126.70","1,131.50","1,124.15","-0.15%"
"2011년 02월 25일","1,127.00","1,131.50","1,131.50","1,125.50","-0.38%"
"2011년 02월 24일","1,131.25","1,127.95","1,136.55","1,124.65","0.09%"
"2011년 02월 23일","1,130.20","1,129.80","1,136.90","1,122.90","0.04%"
"2011년 02월 22일","1,129.80","1,122.00","1,133.00","1,120.90","0.93%"
"2011년 02월 21일","1,119.35","1,110.25","1,120.35","1,110.25","0.62%"
"2011년 02월 18일","1,112.40","1,117.00","1,117.00","1,114.00","-0.22%"
"2011년 02월 17일","1,114.85","1,114.35","1,118.35","1,113.55","-0.26%"
"2011년 02월 16일","1,117.80","1,123.75","1,127.10","1,117.80","-0.53%"
"2011년 02월 15일","1,123.80","1,126.00","1,128.40","1,120.50","-0.02%"
"2011년 02월 14일","1,124.00","1,121.50","1,126.90","1,118.40","-0.24%"
"2011년 02월 11일","1,126.65","1,117.25","1,131.75","1,113.65","0.68%"
"2011년 02월 10일","1,119.00","1,112.40","1,124.90","1,109.80","0.75%"
"2011년 02월 09일","1,110.65","1,099.25","1,111.40","1,099.25","0.88%"
"2011년 02월 08일","1,101.00","1,104.00","1,107.60","1,101.00","-0.23%"
"2011년 02월 07일","1,103.50","1,115.10","1,115.10","1,103.50","-0.94%"
"2011년 02월 04일","1,113.95","1,113.95","1,113.95","1,113.95","0.00%"
"2011년 02월 03일","1,113.95","1,113.95","1,113.95","1,113.95","0.00%"
"2011년 02월 02일","1,113.95","1,113.95","1,113.95","1,113.95","0.00%"
"2011년 02월 01일","1,113.95","1,119.35","1,119.65","1,113.95","-0.53%"
"2011년 01월 31일","1,119.88","1,116.22","1,125.12","1,116.22","0.35%"
"2011년 01월 28일","1,115.95","1,112.75","1,115.95","1,110.25","0.13%"
"2011년 01월 27일","1,114.45","1,115.15","1,118.15","1,110.85","-0.18%"
"2011년 01월 26일","1,116.50","1,120.50","1,121.20","1,116.50","-0.40%"
"2011년 01월 25일","1,121.00","1,120.00","1,123.60","1,118.05","0.22%"
"2011년 01월 24일","1,118.50","1,118.50","1,123.10","1,118.30","0.00%"
"2011년 01월 21일","1,118.50","1,120.30","1,125.40","1,117.40","-0.53%"
"2011년 01월 20일","1,124.50","1,112.60","1,126.60","1,112.60","1.07%"
"2011년 01월 19일","1,112.60","1,111.50","1,114.90","1,108.20","-0.04%"
"2011년 01월 18일","1,113.00","1,117.00","1,121.50","1,112.95","-0.22%"
"2011년 01월 17일","1,115.50","1,115.05","1,119.00","1,110.40","0.04%"
"2011년 01월 14일","1,115.05","1,112.50","1,119.30","1,109.40","0.23%"
"2011년 01월 13일","1,112.50","1,109.50","1,114.90","1,107.50","0.09%"
"2011년 01월 12일","1,111.50","1,126.50","1,126.50","1,114.10","-1.29%"
"2011년 01월 11일","1,126.00","1,127.00","1,131.40","1,121.80","-0.13%"
"2011년 01월 10일","1,127.50","1,124.20","1,134.05","1,120.10","0.47%"
"2011년 01월 07일","1,122.20","1,122.40","1,126.70","1,118.60","-0.09%"
"2011년 01월 06일","1,123.20","1,122.50","1,124.90","1,117.70","-0.03%"
"2011년 01월 05일","1,123.50","1,125.50","1,129.50","1,123.30","-0.18%"
"2011년 01월 04일","1,125.50","1,125.80","1,127.20","1,120.30","0.08%"
"2011년 01월 03일","1,124.65","1,120.85","1,131.75","1,120.85","0.30%"
"2010년 12월 31일","1,121.25","1,131.35","1,132.05","1,119.45","-0.86%"
"2010년 12월 30일","1,130.95","1,146.35","1,146.35","1,128.85","-1.36%"
"2010년 12월 29일","1,146.50","1,143.50","1,148.70","1,142.20","0.17%"
"2010년 12월 28일","1,144.50","1,150.40","1,150.90","1,144.50","-0.40%"
"2010년 12월 27일","1,149.10","1,150.90","1,153.60","1,148.00","-0.16%"
"2010년 12월 24일","1,150.95","1,152.15","1,156.25","1,148.70","-0.12%"
"2010년 12월 23일","1,152.30","1,154.30","1,156.30","1,148.05","-0.17%"
"2010년 12월 22일","1,154.30","1,155.55","1,158.30","1,150.05","-0.16%"
"2010년 12월 21일","1,156.15","1,155.10","1,157.60","1,151.15","0.09%"
"2010년 12월 20일","1,155.10","1,156.05","1,172.90","1,150.80","-0.08%"
"2010년 12월 17일","1,156.05","1,153.90","1,156.10","1,148.60","0.07%"
"2010년 12월 16일","1,155.25","1,155.25","1,161.15","1,149.05","0.00%"
"2010년 12월 15일","1,155.25","1,139.25","1,158.20","1,139.25","1.40%"
"2010년 12월 14일","1,139.25","1,145.15","1,145.15","1,137.05","-0.58%"
"2010년 12월 13일","1,145.90","1,144.00","1,147.20","1,138.90","0.21%"
"2010년 12월 10일","1,143.50","1,138.50","1,145.20","1,135.30","0.40%"
"2010년 12월 09일","1,139.00","1,143.50","1,146.00","1,136.80","-0.35%"
"2010년 12월 08일","1,143.00","1,132.50","1,147.40","1,132.50","0.93%"
"2010년 12월 07일","1,132.50","1,137.70","1,138.00","1,129.70","-0.52%"
"2010년 12월 06일","1,138.45","1,137.75","1,138.45","1,131.15","0.06%"
"2010년 12월 03일","1,137.75","1,144.25","1,147.05","1,136.05","-1.07%"
"2010년 12월 02일","1,150.00","1,151.00","1,155.70","1,142.80","0.00%"
"2010년 12월 01일","1,150.00","1,158.00","1,159.40","1,146.20","-0.69%"
"2010년 11월 30일","1,158.00","1,165.00","1,165.00","1,147.70","-0.64%"
"2010년 11월 29일","1,165.50","1,155.45","1,165.55","1,151.20","0.83%"
"2010년 11월 26일","1,155.95","1,138.90","1,166.10","1,137.70","1.21%"
"2010년 11월 25일","1,142.15","1,147.45","1,150.20","1,135.30","-0.51%"
"2010년 11월 24일","1,147.95","1,163.00","1,169.90","1,138.40","-1.42%"
"2010년 11월 23일","1,164.50","1,128.50","1,173.40","1,128.50","3.33%"
"2010년 11월 22일","1,127.00","1,132.15","1,133.00","1,124.65","-0.45%"
"2010년 11월 19일","1,132.15","1,131.00","1,135.80","1,127.90","0.11%"
"2010년 11월 18일","1,130.90","1,138.70","1,143.70","1,130.15","-1.02%"
"2010년 11월 17일","1,142.50","1,132.30","1,147.75","1,132.30","1.03%"
"2010년 11월 16일","1,130.80","1,133.80","1,135.80","1,125.50","-0.41%"
"2010년 11월 15일","1,135.50","1,128.00","1,136.15","1,125.10","0.71%"
"2010년 11월 12일","1,127.45","1,110.15","1,128.75","1,110.15","1.43%"
"2010년 11월 11일","1,111.50","1,111.30","1,111.80","1,106.70","0.08%"
"2010년 11월 10일","1,110.60","1,115.00","1,118.70","1,109.85","-0.57%"
"2010년 11월 09일","1,117.00","1,118.00","1,122.10","1,114.40","0.09%"
"2010년 11월 08일","1,116.00","1,108.10","1,116.80","1,107.90","0.71%"
"2010년 11월 05일","1,108.10","1,104.80","1,108.80","1,104.80","0.05%"
"2010년 11월 04일","1,107.51","1,108.76","1,110.68","1,105.78","-0.10%"
"2010년 11월 03일","1,108.64","1,111.86","1,112.46","1,108.64","-0.26%"
"2010년 11월 02일","1,111.50","1,118.23","1,118.60","1,110.90","-0.63%"
"2010년 11월 01일","1,118.59","1,121.16","1,122.26","1,116.06","-0.53%"
"2010년 10월 29일","1,124.50","1,120.50","1,127.50","1,118.40","0.07%"
"2010년 10월 28일","1,123.75","1,138.75","1,131.15","1,122.65","-0.77%"
"2010년 10월 27일","1,132.50","1,124.40","1,135.60","1,120.40","0.62%"
"2010년 10월 26일","1,125.50","1,119.90","1,125.50","1,117.65","0.86%"
"2010년 10월 25일","1,115.85","1,118.15","1,122.95","1,113.05","-0.93%"
"2010년 10월 22일","1,126.30","1,130.60","1,135.50","1,122.35","-0.26%"
"2010년 10월 21일","1,129.25","1,121.85","1,130.75","1,119.75","0.60%"
"2010년 10월 20일","1,122.50","1,138.50","1,143.40","1,122.50","-0.45%"
"2010년 10월 19일","1,127.55","1,114.85","1,132.75","1,113.75","0.90%"
"2010년 10월 18일","1,117.50","1,112.40","1,122.80","1,112.30","0.56%"
"2010년 10월 15일","1,111.25","1,112.65","1,117.75","1,109.75","-0.11%"
"2010년 10월 14일","1,112.50","1,113.40","1,119.50","1,109.40","-0.63%"
"2010년 10월 13일","1,119.50","1,122.40","1,122.70","1,117.50","-1.03%"
"2010년 10월 12일","1,131.12","1,117.67","1,133.17","1,117.67","1.21%"
"2010년 10월 11일","1,117.65","1,110.85","1,123.45","1,110.75","-0.34%"
"2010년 10월 08일","1,121.50","1,120.80","1,124.80","1,116.10","0.45%"
"2010년 10월 07일","1,116.50","1,116.40","1,123.40","1,115.85","-0.17%"
"2010년 10월 06일","1,118.37","1,122.96","1,124.26","1,117.87","-0.46%"
"2010년 10월 05일","1,123.50","1,122.60","1,137.60","1,122.60","0.09%"
"2010년 10월 04일","1,122.50","1,123.30","1,127.40","1,121.75","-0.75%"
"2010년 10월 01일","1,131.00","1,139.50","1,140.40","1,130.70","-0.81%"
"2010년 09월 30일","1,140.25","1,138.35","1,142.55","1,138.15","0.07%"
"2010년 09월 29일","1,139.50","1,147.00","1,148.40","1,139.50","-0.57%"
"2010년 09월 28일","1,146.00","1,146.50","1,150.60","1,145.85","-0.04%"
"2010년 09월 27일","1,146.50","1,148.40","1,151.20","1,146.40","-0.75%"
"2010년 09월 24일","1,155.16","1,154.87","1,159.47","1,152.87","0.33%"
"2010년 09월 23일","1,151.37","1,151.37","1,151.37","1,150.87","0.11%"
"2010년 09월 22일","1,150.12","1,150.96","1,150.96","1,150.12","-0.89%"
"2010년 09월 21일","1,160.50","1,160.65","1,160.65","1,160.50","-0.17%"
"2010년 09월 20일","1,162.50","1,160.90","1,165.50","1,160.80","0.13%"
"2010년 09월 17일","1,160.97","1,162.76","1,168.26","1,160.37","-0.16%"
"2010년 09월 16일","1,162.80","1,159.90","1,166.90","1,159.80","0.30%"
"2010년 09월 15일","1,159.30","1,158.30","1,166.80","1,157.80","-0.08%"
"2010년 09월 14일","1,160.25","1,159.15","1,164.35","1,157.45","0.02%"
"2010년 09월 13일","1,160.00","1,165.00","1,165.00","1,158.80","-0.50%"
"2010년 09월 10일","1,165.82","1,166.87","1,169.37","1,165.37","-0.16%"
"2010년 09월 09일","1,167.72","1,172.97","1,174.07","1,166.76","-0.39%"
"2010년 09월 08일","1,172.25","1,179.25","1,180.65","1,172.25","-0.49%"
"2010년 09월 07일","1,178.00","1,172.05","1,179.40","1,172.05","0.50%"
"2010년 09월 06일","1,172.12","1,168.87","1,174.16","1,168.87","-0.16%"
"2010년 09월 03일","1,174.00","1,178.90","1,181.60","1,174.00","-0.51%"
"2010년 09월 02일","1,180.00","1,185.00","1,185.40","1,178.80","-0.38%"
"2010년 09월 01일","1,184.50","1,198.50","1,199.50","1,184.50","-1.21%"
"2010년 08월 31일","1,199.00","1,196.90","1,200.10","1,194.80","0.55%"
"2010년 08월 30일","1,192.50","1,186.30","1,194.20","1,186.30","-0.30%"
"2010년 08월 27일","1,196.07","1,196.97","1,198.57","1,193.57","0.42%"
"2010년 08월 26일","1,191.07","1,200.87","1,201.16","1,188.76","-0.51%"
"2010년 08월 25일","1,197.12","1,193.76","1,199.16","1,191.87","0.39%"
"2010년 08월 24일","1,192.50","1,185.40","1,194.10","1,185.20","0.86%"
"2010년 08월 23일","1,182.32","1,183.72","1,185.82","1,178.62","-0.16%"
"2010년 08월 20일","1,184.16","1,177.76","1,184.16","1,177.76","0.94%"
"2010년 08월 19일","1,173.12","1,174.76","1,177.76","1,170.37","-0.09%"
"2010년 08월 18일","1,174.15","1,176.15","1,177.95","1,170.05","-0.17%"
"2010년 08월 17일","1,176.20","1,182.10","1,185.30","1,174.90","-0.93%"
"2010년 08월 16일","1,187.25","1,187.25","1,200.35","1,185.25","0.29%"
"2010년 08월 13일","1,183.85","1,187.05","1,191.75","1,181.05","-0.22%"
"2010년 08월 12일","1,186.50","1,191.00","1,200.90","1,186.50","0.34%"
"2010년 08월 11일","1,182.50","1,172.40","1,184.20","1,170.00","1.18%"
"2010년 08월 10일","1,168.75","1,159.95","1,170.65","1,159.95","0.71%"
"2010년 08월 09일","1,160.50","1,157.30","1,162.80","1,155.90","-0.09%"
"2010년 08월 06일","1,161.50","1,168.40","1,170.10","1,161.40","-0.49%"
"2010년 08월 05일","1,167.25","1,165.15","1,171.65","1,165.05","-0.02%"
"2010년 08월 04일","1,167.50","1,168.50","1,172.00","1,166.40","-0.06%"
"2010년 08월 03일","1,168.20","1,160.90","1,173.20","1,160.90","-0.45%"
"2010년 08월 02일","1,173.50","1,181.60","1,181.60","1,172.30","-0.78%"
"2010년 07월 30일","1,182.75","1,187.25","1,189.15","1,182.45","-0.30%"
"2010년 07월 29일","1,186.35","1,188.80","1,191.90","1,185.00","0.03%"
"2010년 07월 28일","1,186.00","1,184.00","1,189.60","1,182.90","0.26%"
"2010년 07월 27일","1,182.95","1,192.00","1,192.00","1,181.20","-0.69%"
"2010년 07월 26일","1,191.15","1,194.05","1,197.55","1,189.95","-0.64%"
"2010년 07월 23일","1,198.88","1,194.17","1,200.78","1,193.28","-0.43%"
"2010년 07월 22일","1,204.00","1,205.90","1,209.90","1,203.95","-0.03%"
"2010년 07월 21일","1,204.38","1,200.88","1,206.38","1,197.78","-0.25%"
"2010년 07월 20일","1,207.40","1,215.90","1,218.90","1,205.80","-0.62%"
"2010년 07월 19일","1,214.95","1,215.95","1,219.95","1,212.95","0.95%"
"2010년 07월 16일","1,203.50","1,196.90","1,205.80","1,196.70","0.08%"
"2010년 07월 15일","1,202.50","1,199.00","1,209.42","1,199.00","-0.00%"
"2010년 07월 14일","1,202.55","1,192.90","1,204.10","1,192.90","-0.86%"
"2010년 07월 13일","1,213.00","1,201.50","1,215.20","1,195.60","0.72%"
"2010년 07월 12일","1,204.35","1,192.80","1,204.60","1,192.80","0.53%"
"2010년 07월 09일","1,198.00","1,200.40","1,205.62","1,194.40","-0.91%"
"2010년 07월 08일","1,209.00","1,213.90","1,215.40","1,208.90","-1.01%"
"2010년 07월 07일","1,221.30","1,213.20","1,226.80","1,213.10","-0.10%"
"2010년 07월 06일","1,222.50","1,227.40","1,234.30","1,221.40","-0.07%"
"2010년 07월 05일","1,223.30","1,228.20","1,231.90","1,218.70","-0.53%"
"2010년 07월 02일","1,229.80","1,221.05","1,230.15","1,216.95","0.15%"
"2010년 07월 01일","1,228.00","1,226.90","1,239.70","1,223.90","0.39%"
"2010년 06월 30일","1,223.25","1,233.95","1,243.55","1,221.25","0.44%"
"2010년 06월 29일","1,217.85","1,203.00","1,220.80","1,200.90","1.16%"
"2010년 06월 28일","1,203.85","1,195.80","1,204.40","1,195.80","-0.98%"
"2010년 06월 25일","1,215.75","1,198.65","1,219.05","1,194.55","2.25%"
"2010년 06월 24일","1,189.00","1,187.30","1,189.70","1,183.30","0.08%"
"2010년 06월 23일","1,188.00","1,190.90","1,194.97","1,182.90","0.34%"
"2010년 06월 22일","1,184.00","1,185.80","1,189.70","1,173.90","0.59%"
"2010년 06월 21일","1,177.05","1,173.05","1,187.05","1,170.05","-2.45%"
"2010년 06월 18일","1,206.66","1,211.41","1,214.01","1,205.01","-0.51%"
"2010년 06월 17일","1,212.90","1,211.50","1,218.55","1,210.00","0.12%"
"2010년 06월 16일","1,211.50","1,205.40","1,214.10","1,205.40","-1.46%"
"2010년 06월 15일","1,229.50","1,217.40","1,229.50","1,217.30","0.67%"
"2010년 06월 14일","1,221.30","1,230.00","1,236.00","1,220.90","-1.99%"
"2010년 06월 11일","1,246.15","1,230.15","1,246.35","1,230.15","-0.38%"
"2010년 06월 10일","1,250.90","1,253.40","1,271.90","1,245.30","0.25%"
"2010년 06월 09일","1,247.80","1,230.40","1,251.60","1,230.30","1.12%"
"2010년 06월 08일","1,233.99","1,234.91","1,239.91","1,227.41","-0.13%"
"2010년 06월 07일","1,235.61","1,222.91","1,243.30","1,222.91","2.82%"
"2010년 06월 04일","1,201.70","1,208.00","1,210.10","1,196.80","0.23%"
"2010년 06월 03일","1,199.00","1,200.40","1,210.47","1,197.80","-1.48%"
"2010년 06월 02일","1,217.00","1,216.50","1,217.00","1,216.50","0.04%"
"2010년 06월 01일","1,216.50","1,203.50","1,216.90","1,198.40","1.20%"
"2010년 05월 31일","1,202.12","1,209.91","1,212.36","1,194.81","0.60%"
"2010년 05월 28일","1,195.00","1,209.50","1,209.50","1,191.40","-2.37%"
"2010년 05월 27일","1,223.95","1,254.20","1,254.20","1,217.80","-2.36%"
"2010년 05월 26일","1,253.50","1,250.00","1,260.70","1,235.10","0.16%"
"2010년 05월 25일","1,251.50","1,221.40","1,278.40","1,221.40","3.03%"
"2010년 05월 24일","1,214.65","1,212.90","1,221.25","1,203.90","1.73%"
"2010년 05월 21일","1,194.00","1,194.50","1,194.50","1,194.00","-0.02%"
"2010년 05월 20일","1,194.25","1,175.75","1,197.18","1,168.51","2.52%"
"2010년 05월 19일","1,164.90","1,156.40","1,168.50","1,156.40","1.60%"
"2010년 05월 18일","1,146.50","1,152.30","1,153.75","1,145.30","-0.59%"
"2010년 05월 17일","1,153.25","1,145.75","1,157.85","1,142.75","1.97%"
"2010년 05월 14일","1,131.00","1,132.90","1,138.70","1,127.90","0.04%"
"2010년 05월 13일","1,130.50","1,134.50","1,134.50","1,127.20","-0.40%"
"2010년 05월 12일","1,135.05","1,136.25","1,146.35","1,130.45","0.03%"
"2010년 05월 11일","1,134.75","1,131.65","1,137.65","1,124.55","0.24%"
"2010년 05월 10일","1,132.05","1,148.25","1,148.25","1,127.15","-2.03%"
"2010년 05월 07일","1,155.45","1,155.05","1,169.55","1,144.95","1.25%"
"2010년 05월 06일","1,141.15","1,144.25","1,144.25","1,133.05","2.30%"
"2010년 05월 05일","1,115.50","1,115.50","1,115.50","1,115.50","0.00%"
"2010년 05월 04일","1,115.50","1,112.30","1,117.40","1,111.40","-0.27%"
"2010년 05월 03일","1,118.55","1,109.05","1,120.25","1,107.95","0.91%"
"2010년 04월 30일","1,108.50","1,107.40","1,110.40","1,107.40","-0.58%"
"2010년 04월 29일","1,114.95","1,116.15","1,116.65","1,114.05","-0.36%"
"2010년 04월 28일","1,119.00","1,118.90","1,123.50","1,116.20","0.77%"
"2010년 04월 27일","1,110.50","1,105.50","1,114.63","1,103.30","0.55%"
"2010년 04월 26일","1,104.45","1,107.65","1,107.65","1,103.15","-0.41%"
"2010년 04월 23일","1,108.95","1,109.65","1,112.05","1,108.55","0.05%"
"2010년 04월 22일","1,108.40","1,109.10","1,113.00","1,107.10","0.06%"
"2010년 04월 21일","1,107.75","1,112.85","1,113.45","1,107.15","-0.91%"
"2010년 04월 20일","1,117.95","1,113.95","1,118.35","1,113.65","-0.04%"
"2010년 04월 19일","1,118.40","1,111.70","1,119.10","1,111.70","0.71%"
"2010년 04월 16일","1,110.50","1,108.30","1,116.20","1,108.30","0.07%"
"2010년 04월 15일","1,109.75","1,111.15","1,111.55","1,107.55","-0.18%"
"2010년 04월 14일","1,111.75","1,123.65","1,124.25","1,111.10","-1.08%"
"2010년 04월 13일","1,123.90","1,114.00","1,125.70","1,113.90","0.75%"
"2010년 04월 12일","1,115.55","1,117.65","1,117.65","1,111.75","-0.17%"
"2010년 04월 09일","1,117.50","1,119.40","1,121.40","1,117.50","-0.53%"
"2010년 04월 08일","1,123.50","1,121.30","1,125.50","1,121.30","0.08%"
"2010년 04월 07일","1,122.55","1,122.55","1,123.45","1,120.55","-0.18%"
"2010년 04월 06일","1,124.55","1,121.75","1,124.91","1,121.65","0.14%"
"2010년 04월 05일","1,123.00","1,125.90","1,128.20","1,122.30","-0.27%"
"2010년 04월 02일","1,126.00","1,123.10","1,126.00","1,121.70","-0.03%"
"2010년 04월 01일","1,126.35","1,129.95","1,130.95","1,125.25","-0.57%"
"2010년 03월 31일","1,132.80","1,133.00","1,135.80","1,130.90","0.10%"
"2010년 03월 30일","1,131.70","1,128.90","1,133.10","1,128.90","-0.33%"
"2010년 03월 29일","1,135.50","1,139.40","1,142.40","1,134.40","-0.31%"
"2010년 03월 26일","1,139.00","1,143.90","1,145.51","1,138.90","-0.31%"
"2010년 03월 25일","1,142.50","1,138.10","1,143.90","1,138.00","0.40%"
"2010년 03월 24일","1,138.00","1,134.90","1,139.20","1,134.70","0.13%"
